市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,設置位置,緯度,経度,男性トイレ総数,男性トイレ数（小便器）,男性トイレ数（和式）,男性トイレ数（洋式）,女性トイレ総数,女性トイレ数（和式）,女性トイレ数（洋式）,男女共用トイレ総数,男女共用トイレ数（和式）,男女共用トイレ数（洋式）,多機能トイレ数,車椅子使用者用トイレ有無,乳幼児用設備設置トイレ有無,オストメイト設置トイレ有無,利用開始時間,利用終了時間,利用可能時間特記事項,画像,画像_ライセンス,備考,,,,,,,,,,,
132241,0000000080,東京都,多摩市,多摩市立総合体育館,タマシリツソウゴウタイイクカン,Tama　Municipal　Gumnasium,東京都多摩市東寺方588-1,,,35.643522,139.436218,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,
132241,0000000081,東京都,多摩市,多摩市立一本杉公園野球場,タマシリツイッポンスギコウエンヤキュウジョウ,,東京都多摩市南野2-14-1,,,35.607806,139.432195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132241,0000000082,東京都,多摩市,多摩市立一本杉公園庭球場,タマシリツイッポンスギコウエンテイキュウジョウ,,東京都多摩市南野2-14-1,,,35.609218,139.432345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132241,0000000083,東京都,多摩市,多摩市立陸上競技場,タマシリツリクジョウキョウギジョウ,Tama　Municipal　Athletic　Stadium　,東京都多摩市諏訪4-9,,,35.625019,139.460299,,,,,,,,,,,,,,,09:00,17:00,,,,,,,,,,,,,,,
132241,0000000084,東京都,多摩市,多摩市立武道館,タマシリツブドウカン,Tama　Municipal　Budokan,東京都多摩市諏訪4-9,,,35.625473,139.458919,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,
132241,0000000085,東京都,多摩市,多摩市立温水プール,タマシリツオンスイプール,Tama　Municipal　heated　pool,東京都多摩市南野3-15-2,,総合福祉センターに隣接,35.612308,139.413727,,,,,,,,,,,,,,,09:00,22:00,,,,,,,,,,,,,,,
132241,0000000086,東京都,多摩市,永山駅前公衆便所,ナガヤマエキマエコウシュウベンジョ,,東京都多摩市永山1-45,,,35.629392,139.447644,3,2,0,1,2,0,2,1,0,1,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000087,東京都,多摩市,多摩センター駅前公衆便所,タマセンターエキマエコウシュウベンジョ,,東京都多摩市落合1-40-1,,,35.624294,139.423819,6,4,0,2,5,1,4,1,0,1,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000088,東京都,多摩市,聖蹟桜ヶ丘駅前公衆便所,セイセキサクラガオカエキマエコウシュウベンジョ,,東京都多摩市関戸1-11-2,,,35.650308,139.447155,4,2,0,2,2,0,2,1,0,1,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000089,東京都,多摩市,豊ヶ丘商店街公衆便所,トヨガオカショウテンガイコウシュウベンジョ,,東京都多摩市豊ヶ丘4-2,,,,,2,2,0,0,1,1,0,1,0,1,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000090,東京都,多摩市,グリーンライブセンター,グリーンライブセンター,,東京都多摩市落合2-35,多摩中央公園内,,35.622263,139.427809,3,2,1,0,2,1,1,0,0,0,1,有,無,無,09:30,17:00,休館日（月曜日，第４火曜日（祝日の場合は翌日），12月29日〜1月3日）は使用不可,,,,,,,,,,,,,,
132241,0000000091,東京都,多摩市,愛宕東公園,アタゴヒガシコウエン,,東京都多摩市愛宕1-66,,,35.633663,139.436535,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000092,東京都,多摩市,愛宕第１公園,アタゴダイ１コウエン,,東京都多摩市愛宕2-62,,,35.635722,139.439777,0,0,0,0,0,0,0,4,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000093,東京都,多摩市,愛宕第２公園,アタゴダイ２コウエン,,東京都多摩市愛宕2-59,,,35.633880,139.438262,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000094,東京都,多摩市,愛宕第３公園,アタゴダイ３コウエン,,東京都多摩市愛宕3-59,,,35.632835,139.433702,0,0,0,0,0,0,0,4,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000095,東京都,多摩市,青木葉公園,アオキバコウエン,,東京都多摩市落合2-15-1,,,35.617446,139.427168,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000096,東京都,多摩市,一本杉公園,イッポンスギコウエン,,東京都多摩市南野2-14,,旧加藤家横,,,3,2,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000097,東京都,多摩市,一本杉公園,イッポンスギコウエン,,東京都多摩市南野2-14,,１塁側,35.607806,139.432195,6,5,1,0,2,2,0,0,0,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000098,東京都,多摩市,一本杉公園,イッポンスギコウエン,,東京都多摩市南野2-14,,センター裏,35.609218,139.432345,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000099,東京都,多摩市,瓜生公園,ウリュウコウエン,,東京都多摩市永山2-19-30,,,35.627830,139.443289,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000100,東京都,多摩市,瓜生緑地,ウリュウリョクチ,,東京都多摩市永山5-8,,,35.618539,139.442841,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000101,東京都,多摩市,榎戸公園　　　　　,エノキドコウエン,,東京都多摩市唐木田1-50-1,,,35.615821,139.408252,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000102,東京都,多摩市,落合南公園,オチアイミナミコウエン,,東京都多摩市落合3-30,,,35.616763,139.428827,0,0,0,0,0,0,0,4,1,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000103,東京都,多摩市,落合第１公園,オチアイダイ１コウエン,,東京都多摩市落合3-27,,,35.619111,139.431556,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000104,東京都,多摩市,落合第２公園,オチアイダイ２コウエン,,東京都多摩市落合3-31,,,35.617615,139.430596,0,0,0,0,0,0,0,4,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000105,東京都,多摩市,落合第３公園,オチアイダイ３コウエン,,東京都多摩市落合4-23,,,35.614836,139.430523,0,0,0,0,0,0,0,4,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000106,東京都,多摩市,落合第４公園,オチアイダイ４コウエン,,東京都多摩市落合4-19,,,35.611917,139.430957,0,0,0,0,0,0,0,4,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000107,東京都,多摩市,どんぐり山公園,ドングリヤマコウエン,,東京都多摩市落合2-25,,,35.616052,139.426573,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000108,東京都,多摩市,大谷戸公園,オオヤトコウエン,,東京都多摩市連光寺5-17-1,,,35.639226,139.457714,4,2,2,0,3,3,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000109,東京都,多摩市,大河原公園,オオガワラコウエン,,東京都多摩市関戸2-19-4,,,35.650830,139.453657,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000110,東京都,多摩市,荻久保公園　,オギクボコウエン,,東京都多摩市落合6-8,,,35.611153,139.426520,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000111,東京都,多摩市,貝取南公園,カイドリミナミコウエン,,東京都多摩市貝取4-13,,,35.616671,139.438813,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000112,東京都,多摩市,貝取北公園,カイドリキタコウエン,,東京都多摩市貝取2-1-1,,,35.622377,139.440628,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000113,東京都,多摩市,貝取第５公園,カイドリダイ５コウエン,,東京都多摩市貝取3-11,,,35.614476,139.442111,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000114,東京都,多摩市,貝取第７公園,カイドリダイ７コウエン,,東京都多摩市貝取4-14,,,35.614651,139.439256,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000115,東京都,多摩市,唐木田公園,カラキダコウエン,,東京都多摩市唐木田1-13-1,,,35.613827,139.406345,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000116,東京都,多摩市,釜沼公園,カマヌマコウエン,,東京都多摩市貝取1-3,,,35.630787,139.440530,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000117,東京都,多摩市,上之根公園,カミノネコウエン,,東京都多摩市愛宕4-26,,,35.628212,139.425831,3,2,1,0,1,1,0,0,0,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000118,東京都,多摩市,くるまぼり公園,クルマボリコウエン,,東京都多摩市東寺方1-16-5,,,35.648248,139.441658,0,0,0,0,0,0,0,1,1,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000119,東京都,多摩市,乞田・貝取ふれあい広場公園,コッタ・カイドリフレアイヒロバコウエン,,東京都多摩市乞田810-2,,,35.630925,139.434949,0,0,0,0,0,0,0,1,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000120,東京都,多摩市,山王下公園,サンノウシタコウエン,,東京都多摩市山王下1-6,,,35.626230,139.421051,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000121,東京都,多摩市,諏訪南公園,スワミナミコウエン,,東京都多摩市諏訪5-14-1,,,35.620269,139.452549,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000122,東京都,多摩市,諏訪北公園,スワキタコウエン,,東京都多摩市諏訪3-11,,,35.628208,139.452152,3,2,1,0,1,1,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000123,東京都,多摩市,諏訪第３公園,スワダイ３コウエン,,東京都多摩市諏訪2-10,,,35.623614,139.451452,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000124,東京都,多摩市,李久保公園,スモモクボコウエン,,東京都多摩市唐木田1-42,,,35.615334,139.404846,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000125,東京都,多摩市,関戸公園,セキドコウエン,,東京都多摩市関戸3-5地先,,,35.650399,139.459270,5,3,2,0,2,2,0,0,0,0,1,有,有,有,,,,,,,,,,,,,,,,,
132241,0000000126,東京都,多摩市,関戸三丁目公園,セキドサンチョウメコウエン,,東京都多摩市関戸3-10-9,,,35.649785,139.454543,0,0,0,0,0,0,0,2,1,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000127,東京都,多摩市,多摩中央公園,タマチュウオウコウエン,,東京都多摩市落合2-35,,東側,,,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000128,東京都,多摩市,多摩東公園,タマヒガシコウエン,,東京都多摩市諏訪4-9,,尾根幹線側,35.625204,139.461292,4,3,0,1,2,0,2,0,0,0,1,有,無,有,,,,,,,,,,,,,,,,,
132241,0000000129,東京都,多摩市,多摩東公園,タマヒガシコウエン,,東京都多摩市諏訪4-9,,広場側,35.625204,139.461292,4,3,0,1,4,0,4,0,0,0,1,有,無,有,,,,,,,,,,,,,,,,,
132241,0000000130,東京都,多摩市,宝野公園,タカラノコウエン,,東京都多摩市落合5-5,,,35.616015,139.423813,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000131,東京都,多摩市,鶴牧東公園,ツルマキヒガシコウエン,,東京都多摩市鶴牧3-16,,,35.617214,139.419986,4,3,1,0,2,2,0,0,0,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000132,東京都,多摩市,鶴牧西公園,ツルマキニシコウエン,,東京都多摩市鶴牧2-18,,みどりの家,,,3,2,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000133,東京都,多摩市,鶴牧西公園,ツルマキニシコウエン,,東京都多摩市鶴牧2-18,,駐車場横,,,4,3,1,0,3,3,0,0,0,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000134,東京都,多摩市,鶴牧西公園,ツルマキニシコウエン,,東京都多摩市鶴牧2-18,,農家風休憩施設,,,3,2,1,0,2,2,0,0,0,0,0,無,無,無,08:30,17:00,12月28日〜1月4日は使用不可,,,,,,,,,,,,,,
132241,0000000135,東京都,多摩市,鶴牧第１公園,ツルマキダイ１コウエン,,東京都多摩市鶴牧5-20,,,35.610640,139.423371,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000136,東京都,多摩市,鶴ヶ峰公園,ツルガミネコウエン,,東京都多摩市落合1-23,,,35.623019,139.430412,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000137,東京都,多摩市,豊ヶ丘南公園,トヨガオカミナミコウエン,,東京都多摩市豊ヶ丘5-12,,,35.615931,139.433993,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000138,東京都,多摩市,豊ヶ丘北公園,トヨガオカキタコウエン,,東京都多摩市豊ケ丘1-39,,,35.626991,139.434673,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000139,東京都,多摩市,豊ヶ丘第３公園,トヨガオカダイ３コウエン,,東京都多摩市豊ケ丘3-2-1,,,35.618427,139.436403,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000140,東京都,多摩市,豊ヶ丘第６公園,トヨガオカダイ６コウエン,,東京都多摩市豊ケ丘5-13,,,35.613793,139.435031,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000141,東京都,多摩市,豊ヶ丘第７公園,トヨガオカダイ７コウエン,,東京都多摩市豊ケ丘6-5,,,35.611329,139.434488,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000142,東京都,多摩市,豊ヶ丘第９公園,トヨガオカダイ９コウエン,,東京都多摩市豊ケ丘2-3,,,35.620643,139.433350,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000143,東京都,多摩市,とちのき公園,トチノキコウエン,,東京都多摩市豊ケ丘2-34,,,35.621471,139.437059,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000144,東京都,多摩市,殿田中央公園,トノダチュウオウコウエン,,東京都多摩市和田133-1,,,35.645245,139.430955,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000145,東京都,多摩市,永山北公園,ナガヤマキタコウエン,,東京都多摩市永山2-5,,,35.627683,139.448695,2,1,1,0,1,1,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000146,東京都,多摩市,永山南公園,ナガヤマミナミコウエン,,東京都多摩市永山4-7-12,,,35.622045,139.448985,4,3,1,0,2,2,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000147,東京都,多摩市,永山第４公園,ナガヤマダイ４コウエン,,東京都多摩市永山5-30-1,,,35.616517,139.445856,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000148,東京都,多摩市,永山第６公園,ナガヤマダイ６コウエン,,東京都多摩市永山4-11,,,35.621214,139.446534,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000149,東京都,多摩市,永山第７公園,ナガヤマダイ７コウエン,,東京都多摩市永山4-8,,,35.618715,139.450643,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000150,東京都,多摩市,奈良原公園,ナラハラコウエン,,東京都多摩市鶴牧4-4,,,35.613111,139.420972,4,3,1,0,2,2,0,0,0,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000151,東京都,多摩市,並木公園,ナミキコウエン,,東京都多摩市和田1551-1,,,35.645797,139.433758,3,2,1,0,1,1,0,0,0,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000152,東京都,多摩市,中沢池公園,ナカザワイケコウエン,,東京都多摩市中沢1-33,,西側,35.620815,139.407896,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000153,東京都,多摩市,中沢池公園,ナカザワイケコウエン,,東京都多摩市中沢1-33,,東側,35.620815,139.407896,2,1,1,0,1,1,0,0,0,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000154,東京都,多摩市,中和田橋公園,ナカワダバシコウエン,,東京都多摩市和田2001-1,,,35.641825,139.428838,0,0,0,0,0,0,0,2,0,1,1,有,無,有,,,,,,,,,,,,,,,,,
132241,0000000155,東京都,多摩市,二反田公園,ニタンダコウエン,,東京都多摩市中沢2-23,,,35.618387,139.413577,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000156,東京都,多摩市,八幡公園,ハチマンコウエン,,東京都多摩市豊ケ丘1-20,,,35.627699,139.430779,0,0,0,0,0,0,0,1,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000157,東京都,多摩市,原峰公園,ハラミネコウエン,,東京都多摩市関戸6-25-12,,,35.640039,139.448020,3,2,1,0,2,2,0,0,0,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000158,東京都,多摩市,東寺方中央公園,ヒガシテラカタチュウオウコウエン,,東京都多摩市落川1148-1,,,35.642358,139.438259,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000159,東京都,多摩市,聖ヶ丘緑地,ヒジリガオカリョクチ,,東京都多摩市聖ケ丘3-48,,北側,35.632565,139.459705,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000160,東京都,多摩市,聖ヶ丘緑地,ヒジリガオカリョクチ,,東京都多摩市聖ケ丘3-67,,南側,35.632565,139.459705,3,2,1,0,1,1,0,0,0,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000161,東京都,多摩市,聖ヶ丘第１児童公園,ヒジリガオカダイ１ジドウコウエン,,東京都多摩市聖ケ丘1-16,,,35.638368,139.456181,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000162,東京都,多摩市,聖ヶ丘第２児童公園,ヒジリガオカダイ２ジドウコウエン,,東京都多摩市聖ケ丘2-53,,,35.636485,139.455936,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000163,東京都,多摩市,馬引沢南公園,マヒキザワミナミコウエン,,東京都多摩市聖ヶ丘4-22,,,35.626972,139.461098,4,3,1,0,2,2,0,0,0,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000164,東京都,多摩市,馬引沢第１公園,マヒキザワダイ１コウエン,,東京都多摩市馬引沢2-5,,,35.633689,139.453090,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000165,東京都,多摩市,馬引沢第２公園,マヒキザワダイ２コウエン,,東京都多摩市諏訪1-55-1,,,35.629047,139.453933,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000166,東京都,多摩市,馬引沢第３公園,マヒキザワダイ３コウエン,,東京都多摩市馬引沢2-16,,,35.628227,139.456706,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000167,東京都,多摩市,まろにえ公園,マロニエコウエン,,東京都多摩市鶴牧6-3,,,35.614321,139.416129,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000168,東京都,多摩市,みどり公園,ミドリコウエン,,東京都多摩市貝取1-63,,,35.629271,139.439016,0,0,0,0,0,0,0,2,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000169,東京都,多摩市,よこやまの道,ヨコヤマノミチ,,東京都多摩市唐木田3-5,,唐木田,,,0,0,0,0,0,0,0,0,0,0,1,有,無,無,08:00,18:00,4月〜8月は19:00まで使用可,,,,,,,,,,,,,,
132241,0000000170,東京都,多摩市,よこやまの道,ヨコヤマノミチ,,東京都多摩市南野3-12,,南野,,,0,0,0,0,0,0,0,0,0,0,1,有,無,無,08:00,18:00,4月〜8月は19:00まで使用可,,,,,,,,,,,,,,
132241,0000000171,東京都,多摩市,よこやまの道,ヨコヤマノミチ,,東京都多摩市永山7-12,,永山,,,0,0,0,0,0,0,0,0,0,0,1,有,無,無,08:00,18:00,4月〜8月は19:00まで使用可,,,,,,,,,,,,,,
132241,0000000172,東京都,多摩市,連光寺公園,レンコウジコウエン,,東京都多摩市連光寺5-8-6,,,35.636300,139.463433,4,3,1,0,3,3,0,0,0,0,1,有,無,無,,,,,,,,,,,,,,,,,
132241,0000000173,東京都,多摩市,和田公園,ワダコウエン,,東京都多摩市和田795,,,35.640364,139.430175,4,3,1,0,2,2,0,0,0,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000174,東京都,多摩市,和田第１公園,ワダダイ１コウエン,,東京都多摩市和田3-56-1,,,35.635430,139.434164,0,0,0,0,0,0,0,3,1,0,0,無,無,無,,,,,,,,,,,,,,,,,
132241,0000000175,東京都,多摩市,宮之下公園,ミヤノシタコウエン,,東京都多摩市一ノ宮2-27-2,,,,,2,1,0,1,1,0,1,0,0,0,1,有,無,有,,,,,,,,,,,,,,,,,
132241,0000000176,東京都,多摩市,せいせき公園,セイセキコウエン,,東京都多摩市関戸1-19-2,,,,,3,2,0,1,2,0,2,0,0,0,1,有,有,有,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
