データセットID,データセットタイトル,データセット説明,タグ, タグ（読み）,ライセンス,組織,事業説明等のページ,データ所管部署,データセット作成日時,データセット最終更新日時,更新頻度,カテゴリ（分類）,データタイトル,データURL,データ説明,形式,サイズ,並び順,データ作成日時,データ最終更新日時
t131105d0000000001,区民農園,区民農園一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/shizen/ikimono/kuminnoen.html,都市整備部道路公園課,2021/11/04 09:59:26,2021/12/13 13:45:11,1年,まちづくり,区民農園,https://data.bodik.jp/dataset/a0fa9b72-2089-4482-b997-a0b5091a3c97/resource/2b753c14-1550-454e-935d-8812040b6c89/download/131105_citizens_farm_20210401.csv,,CSV,1KB,0,2021/08/13 22:42:00,2021/08/13 22:42:00
t131105d0000000003,区内保育施設の空き状況（例月）,"空き状況はあくまでも予定です。状況が変わることもありますので、詳細についてはお問い合わせください。
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kosodatekyouiku/hoikuennado/hoikuen/ninka/index.html,子育て支援部保育課,2021/11/04 09:59:26,2023/10/24 15:42:11,月2回,医療・福祉,2021年9月01日　区内保育施設の空き状況,https://data.bodik.jp/dataset/4c8591a5-dff1-4e12-ad9a-420db9a960fe/resource/abc79e66-9b1d-4944-b09a-57a1e86db8a3/download/131105_available_child_care_20210901.csv,"・モニカ緑が丘園Aは３歳児クラス以降の連携施設として、モニカ都立大園が設定されています。 
・モニカ緑が丘縁Bは３歳児クラス以降の連携施設はありません
",CSV,12KB,0,2021/09/03 13:42:00,2021/09/03 13:42:00
t131105d0000000003,区内保育施設の空き状況（例月）,"空き状況はあくまでも予定です。状況が変わることもありますので、詳細についてはお問い合わせください。
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kosodatekyouiku/hoikuennado/hoikuen/ninka/index.html,子育て支援部保育課,2021/11/04 09:59:26,2023/10/24 15:42:11,月2回,医療・福祉,利用調整空き数　2021年8月20日,https://data.bodik.jp/dataset/4c8591a5-dff1-4e12-ad9a-420db9a960fe/resource/2f13de8d-5320-4802-9347-e364ef87da4b/download/131105_available_child_care_20210820.csv,"・モニカ緑が丘園Aは３歳児クラス以降の連携施設として、モニカ都立大園が設定されています。 
・モニカ緑が丘縁Bは３歳児クラス以降の連携施設はありません
",CSV,12KB,1,2021/08/29 20:22:00,2021/08/29 20:22:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2020年11月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/e4bc8148-a949-4880-b2f0-9b8d243f9c3f/download/131105_population_20201101.csv,,CSV,20KB,0,2021/08/13 21:55:00,2021/08/13 21:55:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年8月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/17856f1a-8797-4ff2-abd4-c132a156968c/download/131105_population_20210801.csv,,CSV,20KB,1,2021/08/13 21:58:00,2021/08/13 21:58:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2020年12月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/82dab901-b575-408b-9be7-2e4d913b2f3b/download/131105_population_20201201.csv,,CSV,20KB,2,2021/08/13 21:55:00,2021/11/05 11:42:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年9月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/d8eb4889-6f42-4427-961f-5f5c8bc4908e/download/131105_population_20210901.csv,,CSV,20KB,3,2021/09/08 10:16:00,2021/09/08 10:16:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年1月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/003fb501-83cb-4781-84cd-743c87049340/download/131105_population_20210101.csv,,CSV,20KB,4,2021/08/13 21:56:00,2021/08/13 21:56:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年10月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/8019010f-a2b1-4313-bcd8-45ade27d2a3d/download/131105_population_20211001.csv,,CSV,20KB,5,2021/10/06 16:16:00,2021/10/06 16:16:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年2月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/add131e3-d11a-4e96-9acc-a124b2ad26ef/download/131105_population_20210201.csv,,CSV,20KB,6,2021/08/13 21:56:00,2021/08/13 21:56:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年11月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/14540a15-9723-423f-958b-d131bc33f5bf/download/131105_population_20211101.csv,,CSV,20KB,7,2021/11/05 11:44:00,2021/11/05 11:44:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年3月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/3640bf49-fafe-42a0-babe-a3252f1a7d33/download/131105_population_20210301.csv,,CSV,20KB,8,2021/08/13 21:56:00,2021/08/13 21:56:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年12月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/ce853fb8-053a-430d-8c8d-6c13be9d5cc2/download/131105_population_20211201.csv,,CSV,20KB,9,2021/12/01 16:29:00,2021/12/01 16:29:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年4月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/287486ea-8312-4de6-a1c7-89a5c16daf0f/download/131105_population_20210401.csv,,CSV,20KB,10,2021/08/13 21:57:00,2021/08/13 21:56:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年5月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/0b6088fa-60fc-4c38-b571-82be340b1667/download/131105_population_20210501.csv,,CSV,20KB,11,2021/08/13 21:57:00,2021/08/13 21:57:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年6月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/e58036d9-5c45-493f-8034-63ce3612dff7/download/131105_population_20210601.csv,,CSV,20KB,12,2021/08/13 21:57:00,2021/08/13 21:57:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2021年7月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/98ef636e-e928-408b-a908-2c74c0e333a2/download/131105_population_20210701.csv,,CSV,20KB,13,2021/08/13 21:57:00,2021/11/05 11:43:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2020年4月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/5391983f-b5a3-4f86-901c-c8525cf86d29/download/131105_population_20200401.csv,,CSV,20KB,14,2021/08/13 21:52:00,2021/08/13 21:52:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2020年5月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/161df8f1-58b6-4a33-860d-bb9fdbaaaf05/download/131105_population_20200501.csv,,CSV,20KB,15,2021/08/13 21:53:00,2021/08/13 21:53:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2020年6月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/31192b16-7921-4ac1-9038-6795316852d7/download/131105_population_20200601.csv,,CSV,20KB,16,2021/08/13 21:53:00,2021/08/13 21:53:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2020年7月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/766cf741-b671-4900-bb02-0fc902f5ddfb/download/131105_population_20200701.csv,,CSV,20KB,17,2021/08/13 21:53:00,2021/08/13 21:53:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2020年8月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/1fe619a9-fa48-4e78-b56d-1cb8863b351b/download/131105_population_20200801.csv,,CSV,20KB,18,2021/08/13 21:54:00,2021/08/13 21:54:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2020年9月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/135fab89-d4a1-43b2-a2d8-39d92d7cee96/download/131105_population_20200901.csv,,CSV,20KB,19,2021/08/13 21:54:00,2021/08/13 21:54:00
t131105d0000000004,町丁別・年齢別・男女別人口および町丁別世帯数　2019年度～2023年度,住民基本台帳,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/index.html,区民生活部戸籍住民課,2021/11/04 09:59:27,2021/12/13 13:46:56,毎月,人口減少・少子高齢化,町丁別・年齢別・男女別人口および町丁別世帯数　2020年10月,https://data.bodik.jp/dataset/98331303-9277-4266-bac6-a637ab5e47a5/resource/d5782d7b-80bf-445f-b9b5-f470e0f9ac74/download/131105_population_20201001.csv,,CSV,20KB,20,2021/08/13 21:55:00,2021/08/13 21:54:00
t131105d0000000007,ふるさと納税,目黒区のふるさと納税の一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/zaisei/kifu/furusatonozei.html,企画経営部秘書課,2021/11/04 09:59:27,2021/12/13 13:46:55,1年,税金,ふるさと納税　令和3年度,https://data.bodik.jp/dataset/82b53614-a4dd-45e3-8f89-d53adec6dfee/resource/07526899-5148-452a-b7df-50a2e960a7b1/download/131105_kifu_furusato_list_2020.csv,,CSV,152KB,0,2021/09/07 20:22:00,2021/09/16 19:12:00
t131105d0000000007,ふるさと納税,目黒区のふるさと納税の一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/zaisei/kifu/furusatonozei.html,企画経営部秘書課,2021/11/04 09:59:27,2021/12/13 13:46:55,1年,税金,ふるさと納税　令和2年度分,https://data.bodik.jp/dataset/82b53614-a4dd-45e3-8f89-d53adec6dfee/resource/07526899-5148-452a-b7df-50a2e960a7b1/download/131105_kifu_furusato_list_2020.csv,,CSV,152KB,1,2021/09/07 20:22:00,2021/10/25 12:13:00
t131105d0000000009,土のうステーション,目黒区内の土のうステーションの一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/anzen/bosai/type/ooame/index.html,都市整備部道路公園課,2021/11/04 09:59:28,2021/12/13 13:45:30,1年,防災・災害計画,土のうステーション,https://data.bodik.jp/dataset/2171d6ce-8cfd-4b81-9917-88cc1fd8a269/resource/6ce611de-49d2-4458-b92e-24b1acd2a623/download/131105_sandbag.csv,目黒区内の土のうを備蓄しているステーションの一覧,CSV,7KB,0,2021/08/11 09:54:00,2021/08/28 17:08:00
t131105d0000000010,選挙人名簿登録者数の推移,"目黒区の選挙人名簿登録者数の年別推移（各年12月2日現在および各年3か月ごと）
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/senkyo/meibo.html,選挙管理委員会事務局,2021/11/04 09:59:28,2021/12/13 13:47:01,3か月,生活,選挙人名簿登録者数の推移,https://data.bodik.jp/dataset/144d8f9d-984c-4beb-a6f0-920a93783bc8/resource/31abb7b4-b2b8-4ae5-9173-5d724eae9acb/download/131105_electoral_list.csv,各年12月2日現在の登録者数,CSV,1KB,2,2021/08/11 18:45:00,2021/08/14 09:28:00
t131105d0000000010,選挙人名簿登録者数の推移,"目黒区の選挙人名簿登録者数の年別推移（各年12月2日現在および各年3か月ごと）
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/senkyo/meibo.html,選挙管理委員会事務局,2021/11/04 09:59:28,2021/12/13 13:47:01,3か月,生活,選挙人名簿登録者数推移（定時登録）,https://data.bodik.jp/dataset/144d8f9d-984c-4beb-a6f0-920a93783bc8/resource/d1725937-c6bb-4fd9-aeae-ea4abebd2d04/download/131105_electoral_list_regular.csv,平成24年からの3か月ごとの推移,CSV,2KB,3,2021/08/14 09:03:00,2021/10/19 08:39:00
t131105d0000000011,区長・区議会議員選挙投票状況,"区長および区議会議員の選挙ごとの投票状況
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/senkyo/kiroku.html,選挙管理委員会事務局,2021/11/04 09:59:28,2021/12/13 13:47:01,随時,生活,区長・区議会議員選挙投票状況,https://data.bodik.jp/dataset/74eafdae-85d7-4f6a-80bb-d28cd80aac06/resource/e245466c-60cf-44a1-b651-bc9dd68db3aa/download/131105_electoral_voting_results.csv,,CSV,1KB,0,2021/08/11 18:54:00,2021/08/11 18:54:00
t131105d0000000012,保育所入所待機児童の推移,"目黒区内の保育所入所待機児童数の年度別推移
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/hoiku/ninka/index.html,子育て支援部保育課,2021/11/04 09:59:29,2021/12/13 13:47:01,1年,その他,学童保育クラブ入所児童数の推移,https://data.bodik.jp/dataset/17e8415c-b2f9-4f4e-9d31-69dd04ed8d85/resource/4c2e6bfc-c0af-4651-868e-3d3c69bb0b11/download/131105_afterschool_daycare_club_children_number.csv,,CSV,1KB,0,2021/08/11 19:02:00,2021/08/11 19:02:00
t131105d0000000012,保育所入所待機児童の推移,"目黒区内の保育所入所待機児童数の年度別推移
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/hoiku/ninka/index.html,子育て支援部保育課,2021/11/04 09:59:29,2021/12/13 13:47:01,1年,その他,保育所入所待機児童の推移,https://data.bodik.jp/dataset/2188c340-f90b-4ec4-9b13-5e3f36edaa69/resource/7a93c8ba-8794-491c-a332-e6897abc9ba2/download/131105_nersury_school_taiki.csv,,CSV,1KB,1,2021/08/11 19:42:00,2021/08/11 19:42:00
t131105d0000000013,保育所の年齢別園児数,"保育所の年齢別園児数の年度別推移
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/hoiku/index.html,子育て支援部保育課,2021/11/04 09:59:29,2021/12/13 13:45:33,1年,その他,保育所の在園児数,https://data.bodik.jp/dataset/dc4bae70-cc01-4620-91f9-89ef58a0423c/resource/390dfc07-e4a4-4f24-b2ba-e1c6acf3435d/download/131105_nersury_school_age.csv,,CSV,1KB,0,2021/08/11 19:37:00,2021/08/11 19:37:00
t131105d0000000014,遊び場・防災広場等,"目黒区内の遊び場、防災広場等の一覧
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/sports_koen_yoka/koen/index.html,都市整備部道路公園課,2021/11/04 09:59:29,2021/12/13 13:47:02,1年,防災・災害計画,遊び場・防災広場等,https://data.bodik.jp/dataset/52cd2c4e-6154-43d3-a625-032d71e41dc1/resource/54b3bbc5-5319-46b0-a52c-110e2645aaea/download/131105_playground_and_disaster_prevebtion_square_20210401.csv,,CSV,1KB,0,2021/08/13 22:39:00,2021/08/13 22:39:00
t131105d0000000015,街路樹・緑地の状況の推移,"目黒区内の街路樹・緑地の年度別推移
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/soshiki/toshi_machi/midoridobokuseisaku.html,都市整備部みどり土木政策課,2021/11/04 09:59:29,2021/12/13 13:47:02,1年,防災・災害計画,街路樹・緑地の状況の推移,https://data.bodik.jp/dataset/f02b49d4-0775-4af5-8fd0-2f835b8dc384/resource/89939b94-3c27-49fc-b665-d906d2d8ba4a/download/131105_street_trees_and_green_spaces.csv,,CSV,1KB,0,2021/08/11 17:25:00,2021/08/11 17:25:00
