データセットID,データセットタイトル,データセット説明,タグ, タグ（読み）,ライセンス,組織,事業説明等のページ,データ所管部署,データセット作成日時,データセット最終更新日時,更新頻度,カテゴリ（分類）,データタイトル,データURL,データ説明,形式,サイズ,並び順,データ作成日時,データ最終更新日時
t131105d0000000029,AED設置場所,目黒区内のAEDを設置している公共施設,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/anzen/kyumei/index.html,危機管理部危機管理課,2021/11/04 09:38:23,2021/12/13 15:15:09,1年,医療・福祉,AED設置場所,https://data.bodik.jp/dataset/0c1f60b9-4c8f-474d-93af-5b21f49a2521/resource/b1b763fd-71fd-436d-9cac-4262709f177c/download/131105_aed_20210401.csv,,CSV,27KB,0,2021/08/11 17:28:00,2021/08/20 20:03:00
t131105d0000000030,公共施設,目黒区内の公共施設の一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/shisetsu/index.html,情報政策推進部行政情報マネジメント課,2021/11/04 09:38:23,2021/12/13 15:15:06,1年,生活,公共施設,https://data.bodik.jp/dataset/8fb2f443-a8fd-47c6-a527-6a961fca8928/resource/2ed96c3e-55d2-4eb0-891a-3db3637b3650/download/131105_public_facility_20210401.csv,,CSV,65KB,0,2021/08/11 18:14:00,2021/08/20 20:04:00
t131105d0000000031,緑道,目黒区内の緑道一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/sports_koen_yoka/koen/index.html,都市整備部道路公園課,2021/11/04 09:38:24,2021/12/13 15:15:06,1年,まちづくり,緑道,https://data.bodik.jp/dataset/e445fc10-c8c8-4e96-962e-15bcb234a0bf/resource/9dca8985-7934-4993-96e1-3344bc9387b9/download/131105_green_road_20210401.csv,,CSV,1KB,0,2021/08/13 22:36:00,2021/08/20 17:39:00
t131105d0000000032,防火水槽,目黒区内の防火水槽の一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/soshiki/somu_kikikanri/bosai.html,危機管理部防災課,2021/11/04 09:38:24,2021/12/13 15:15:05,1年,防災・災害計画,防火水槽,https://data.bodik.jp/dataset/ea70676f-6741-4d62-aa74-5fb790f98c43/resource/ff1f8c2c-5490-4502-9bb5-8cb6373a4b7b/download/131105_fire_hydrant_20201231.csv,目黒区内の防火水槽の一覧,CSV,23KB,0,2021/08/11 09:50:00,2021/08/17 09:45:00
t131105d0000000033,中学校数・学級数・教員数・学年別生徒数,目黒区内の公立・私立の中学校の学校数・学級数・教員数・学年別男女別生徒数,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/gakko/index.html,教育委員会事務局学校運営課,2021/11/04 09:38:24,2021/12/13 15:15:07,1年,生活,中学校数・学級数・教員数・学年別生徒数,https://data.bodik.jp/dataset/bac01e17-8edf-4a90-91ca-bd86c3249686/resource/b78ad92a-641f-4fbc-b18e-b81922eecb03/download/131105_junior_high_school.csv,,CSV,4KB,0,2021/08/11 17:37:00,2021/08/11 17:37:00
t131105d0000000034,小学校数・学級数・教員数・児童数,目黒区内の公立・私立の小学校の学校数・学級数・教員数・学年別男女別児童数,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/gakko/index.html,教育委員会事務局学校運営課,2021/11/04 09:38:24,2021/12/13 15:15:05,1年,生活,小学校数・学級数・教員数・学年別児童数,https://data.bodik.jp/dataset/a9e57c2d-3ddd-4079-b70c-b823511f952a/resource/e236ca7a-b254-4e12-bccd-aeaeb2e2256e/download/131105_elementary_school.csv,,CSV,5KB,0,2021/08/11 17:35:00,2021/08/11 17:35:00
t131105d0000000035,児童遊園,目黒区内の児童遊園一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/sports_koen_yoka/koen/index.html,都市整備部道路公園課,2021/11/04 09:38:24,2021/12/13 15:15:05,1年,まちづくり,児童遊園,https://data.bodik.jp/dataset/c02fe749-426d-408e-bed5-8486bf979120/resource/84278b0e-6dee-4f04-985d-d1469837d888/download/131105_chikdrenspark_20210401.csv,,CSV,4KB,0,2021/08/13 22:30:00,2021/08/13 22:30:00
t131105d0000000036,ふれあい広場,目黒区内のふれあい広場一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/sports_koen_yoka/koen/index.html,都市整備部道路公園課,2021/11/04 09:38:25,2021/12/13 15:14:49,1年,まちづくり,ふれあい広場,https://data.bodik.jp/dataset/2a9efdcf-e69d-4fb8-8aa4-c25d421ba680/resource/90c59e8a-b35e-4b15-b676-0e106c3eb3c2/download/131105_exchange_square_20210401.csv,,CSV,1KB,0,2021/08/13 22:33:00,2021/08/13 22:33:00
t131105d0000000037,都立公園,目黒区内の都立公園一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/sports_koen_yoka/koen/index.html,都市整備部道路公園課,2021/11/04 09:38:25,2021/12/13 15:14:50,1年,まちづくり,都立公園,https://data.bodik.jp/dataset/bd204a35-87c9-4aaf-ab29-d05db4b3357c/resource/cc42b337-2afa-4dea-84f9-a8557deba751/download/131105_metropolitan_park_20210401.csv,,CSV,1KB,0,2021/08/13 22:45:00,2021/08/13 22:45:00
t131105d0000000038,区立公園,目黒区内の区立公園一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/sports_koen_yoka/koen/index.html,都市整備部道路公園課,2021/11/04 09:38:25,2021/12/13 15:14:50,1年,まちづくり,区立公園,https://data.bodik.jp/dataset/9f7d70e4-d41f-4199-a180-eb2e3de6e728/resource/28badfb6-f33f-4b12-8ecc-ada279950cee/download/131105_park_20210401.csv,,CSV,8KB,0,2021/08/13 22:25:00,2021/08/17 14:36:00
t131105d0000000039,学童保育クラブ,目黒区内の学童保育クラブの一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/josei/hoiku_club.html,子育て支援部子育て支援課,2021/11/04 09:38:25,2021/12/13 15:14:50,1年,その他,学童保育クラブ,https://data.bodik.jp/dataset/e776bc0a-e5dd-449b-a1c2-9d8f47d69a9d/resource/57f82dbf-e389-46aa-b0b9-b1164f619cbe/download/131105_after_school_care_program_club.csv,,CSV,24KB,0,2021/08/20 12:12:00,2021/08/20 12:12:00
t131105d0000000040,公衆トイレ,目黒区内の公衆トイレの一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/soshiki/toshi_machi/midoridobokuseisaku.html,都市整備部みどり土木政策課,2021/11/04 09:38:25,2021/12/13 15:15:10,1年,まちづくり,公衆トイレ,https://data.bodik.jp/dataset/73861054-d37f-4d84-a7ac-7d1010aae790/resource/79060cab-e0e4-468b-bac6-b82d4610df47/download/131105_public_toilet_20210401.csv,,CSV,4KB,0,2021/08/13 22:17:00,2021/08/13 22:17:00
t131105d0000000052,東京都認証保育所,目黒区内の東京都認証保育所の所在地、定員、開所時間、運営者等,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/hoikuen/hoikujo.html,子育て支援部保育課,2021/11/04 09:38:28,2021/12/13 15:14:52,1年,人口減少・少子高齢化,東京都認証保育所,https://data.bodik.jp/dataset/2a242c95-956d-4d8e-a16b-1d2728321087/resource/538335a2-b915-438d-83dc-56d53be49d5d/download/131105_tokyo_certified_nersury_school_20210601.csv,,CSV,4KB,0,2021/08/11 19:18:00,2021/08/17 15:03:00
t131105d0000000053,小規模保育所,目黒区内の小規模保育所の所在地、定員、開所時間、運営者等,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/hoiku/ninka/shoukibohoiku.html,子育て支援部保育課,2021/11/04 09:38:28,2021/12/13 15:14:53,1年,人口減少・少子高齢化,小規模保育所,https://data.bodik.jp/dataset/a9030288-1de4-4fcb-a99c-c835132e85f7/resource/0c262ac5-e615-4c4f-8ae6-8426612e1d73/download/131105_small_nersury_school_20210401.csv,,CSV,5KB,0,2021/08/11 19:22:00,2021/08/17 15:07:00
t131105d0000000054,事業所内保育所,目黒区内の事業所内保育所の所在地、定員、開所時間、運営者等,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/hoiku/ninka/jigyousyonaihoiku.html,子育て支援部保育課,2021/11/04 09:38:29,2021/12/13 15:14:53,1年,人口減少・少子高齢化,事業所内保育所,https://data.bodik.jp/dataset/2a749222-0f5a-4714-8144-8f6dd58f9305/resource/16d7cecf-6574-4be6-b81e-1ae80cfe33a3/download/131105_nersury_school_in_the_office_20210401.csv,,CSV,1KB,0,2021/08/11 19:26:00,2021/08/17 15:09:00
t131105d0000000056,目黒区の人口・世帯数の予測,令和42（2060）年までの人口・世帯数の推計,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/jinkouyosoku.html,企画経営部政策企画課,2021/11/04 09:38:29,2021/12/13 15:15:04,随時,人口減少・少子高齢化,基本推計（国勢調査ベース）,https://data.bodik.jp/dataset/16753f4e-1a5e-4435-b33c-0fbc30604ca9/resource/c54d9c1a-5c94-4bee-9ab7-71ecf33ad825/download/131105_1_1_kihon_2020_kokucho.csv,,CSV,4KB,0,2021/08/11 19:56:00,2021/08/11 19:56:00
t131105d0000000056,目黒区の人口・世帯数の予測,令和42（2060）年までの人口・世帯数の推計,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/jinkouyosoku.html,企画経営部政策企画課,2021/11/04 09:38:29,2021/12/13 15:15:04,随時,人口減少・少子高齢化,高位推計（国勢調査ベース）,https://data.bodik.jp/dataset/16753f4e-1a5e-4435-b33c-0fbc30604ca9/resource/3faa9d57-43ac-4eed-94a5-62841874c40e/download/131105_1_2_koui_2020_kokucho.csv,,CSV,4KB,1,2021/08/11 19:56:00,2021/08/11 19:57:00
t131105d0000000056,目黒区の人口・世帯数の予測,令和42（2060）年までの人口・世帯数の推計,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/jinkouyosoku.html,企画経営部政策企画課,2021/11/04 09:38:29,2021/12/13 15:15:04,随時,人口減少・少子高齢化,基本推計（国勢調査ベース／年齢別）,https://data.bodik.jp/dataset/16753f4e-1a5e-4435-b33c-0fbc30604ca9/resource/990cc73f-7d08-4417-abde-a1b48146a678/download/131105_2_1_kihon_nenreibetsu_2020_kokucho.csv,,CSV,4KB,2,2021/08/11 19:58:00,2021/08/11 19:58:00
t131105d0000000056,目黒区の人口・世帯数の予測,令和42（2060）年までの人口・世帯数の推計,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/jinkouyosoku.html,企画経営部政策企画課,2021/11/04 09:38:29,2021/12/13 15:15:04,随時,人口減少・少子高齢化,高位推計（国勢調査ベース／年齢別）,https://data.bodik.jp/dataset/16753f4e-1a5e-4435-b33c-0fbc30604ca9/resource/c0e005a6-d724-4550-b293-4e874492f64f/download/131105_2_2_koui_nenreibetsu_2020_kokucho.csv,,CSV,4KB,3,2021/08/11 19:59:00,2021/08/11 19:59:00
t131105d0000000056,目黒区の人口・世帯数の予測,令和42（2060）年までの人口・世帯数の推計,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/jinkouyosoku.html,企画経営部政策企画課,2021/11/04 09:38:29,2021/12/13 15:15:04,随時,人口減少・少子高齢化,基本推計（住民基本台帳ベース）,https://data.bodik.jp/dataset/16753f4e-1a5e-4435-b33c-0fbc30604ca9/resource/7145bb4e-ddba-4636-9064-5d8c4db90c62/download/131105_3_1_kihon_2020_juki.csv,,CSV,4KB,4,2021/08/11 19:59:00,2021/08/11 19:59:00
t131105d0000000056,目黒区の人口・世帯数の予測,令和42（2060）年までの人口・世帯数の推計,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/jinkouyosoku.html,企画経営部政策企画課,2021/11/04 09:38:29,2021/12/13 15:15:04,随時,人口減少・少子高齢化,高位推計（住民基本台帳ベース）,https://data.bodik.jp/dataset/16753f4e-1a5e-4435-b33c-0fbc30604ca9/resource/2244d070-c87f-49c6-8f74-55597407d405/download/131105_3_2_koui_2020_juki.csv,,CSV,4KB,5,2021/08/11 20:00:00,2021/08/11 20:00:00
t131105d0000000056,目黒区の人口・世帯数の予測,令和42（2060）年までの人口・世帯数の推計,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/jinkouyosoku.html,企画経営部政策企画課,2021/11/04 09:38:29,2021/12/13 15:15:04,随時,人口減少・少子高齢化,基本推計（住民基本台帳ベース／年齢別）,https://data.bodik.jp/dataset/16753f4e-1a5e-4435-b33c-0fbc30604ca9/resource/6d79771b-bbf0-45e5-a4eb-32fbcf3c4151/download/131105_4_1_kihon_nenreibetsu_2020_juki.csv,,CSV,4KB,6,2021/08/11 20:00:00,2021/08/11 20:00:00
t131105d0000000056,目黒区の人口・世帯数の予測,令和42（2060）年までの人口・世帯数の推計,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/tokei/tokei/jinko/jinkouyosoku.html,企画経営部政策企画課,2021/11/04 09:38:29,2021/12/13 15:15:04,随時,人口減少・少子高齢化,高位推計（住民基本台帳ベース／年齢別）,https://data.bodik.jp/dataset/16753f4e-1a5e-4435-b33c-0fbc30604ca9/resource/df70aea4-5c0b-4dd6-b190-ef11022f3385/download/131105_4_2_koui_nenreibetsu_2020_juki.csv,,CSV,4KB,7,2021/08/11 20:01:00,2021/08/11 20:01:00
t131105d0000000057,公衆無線LAN,目黒区内の公衆無線LAN設置場所一覧,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/keikaku/torikumi/johoka/meguro_free_wi-fi.html,情報政策推進部情報政策課,2021/11/04 09:38:29,2021/12/13 15:14:56,随時,観光,公衆無線LAN（Meguro Free Wi-Fi),https://data.bodik.jp/dataset/35729c1a-8de0-4ab7-af6d-a023af85fa7a/resource/24857d5d-b1a8-49e9-9878-707fba40163d/download/131105_public_wireless_lan_20200331.csv,,CSV,4KB,0,2021/08/11 19:50:00,2021/08/11 19:50:00
t131105d0000000058,施設データ集,年度末現在の区有施設等に係る維持管理経費や利用状況等,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/keikaku/keikaku/shisetsu_minaoshi/shisetsu-datashu.html,企画経営部資産経営課,2021/11/04 09:38:30,2021/12/13 15:15:07,1年,税金,施設別データ　2019,https://data.bodik.jp/dataset/11329501-1686-400c-a68c-03d26071e491/resource/70cdfd9b-3ae4-4a5d-a9b4-2d0952807e2b/download/131105_public_facility_data_2019.csv,用途別施設ごとのデータ（所在地、施設構成、開館時間、休館日、用途別施設の経費）,CSV,480KB,0,2021/08/11 18:22:00,2021/08/11 18:22:00
t131105d0000000058,施設データ集,年度末現在の区有施設等に係る維持管理経費や利用状況等,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/keikaku/keikaku/shisetsu_minaoshi/shisetsu-datashu.html,企画経営部資産経営課,2021/11/04 09:38:30,2021/12/13 15:15:07,1年,税金,建物別データ　2019,https://data.bodik.jp/dataset/11329501-1686-400c-a68c-03d26071e491/resource/927b751a-6730-415d-b110-8c7772c65295/download/131105_public_buildings_data_2019.csv,建物ごとのデータ（建物名称、施設形態、建物全体の経費）,CSV,51KB,1,2021/08/11 18:22:00,2021/08/11 18:22:00
t131105d0000000059,学童保育クラブ入所児童数の推移,"目黒区内の学童保育クラブの年度別入所児童数の推移
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/josei/hoiku_club.html,子育て支援部子育て支援課,2021/12/13 15:14:39,2021/12/13 15:15:03,1年,医療・福祉,学童保育クラブ入所児童数の推移,https://data.bodik.jp/dataset/17e8415c-b2f9-4f4e-9d31-69dd04ed8d85/resource/4c2e6bfc-c0af-4651-868e-3d3c69bb0b11/download/131105_afterschool_daycare_club_children_number.csv,,CSV,1KB,0,2021/08/11 19:02:00,2021/08/11 19:02:00
t131105d0000000059,学童保育クラブ入所児童数の推移,"目黒区内の学童保育クラブの年度別入所児童数の推移
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/josei/hoiku_club.html,子育て支援部子育て支援課,2021/12/13 15:14:39,2021/12/13 15:15:03,1年,医療・福祉,衆議院議員選挙,https://data.bodik.jp/dataset/0a5c090d-2855-4d5b-9666-c98da5abb1df/resource/26df0c65-6b7e-4b93-880d-f091108f5aa3/download/131105_shugiin_voter_turnout.csv,,CSV,8KB,1,2021/10/19 13:32:00,2021/10/19 13:32:00
t131105d0000000059,学童保育クラブ入所児童数の推移,"目黒区内の学童保育クラブの年度別入所児童数の推移
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/josei/hoiku_club.html,子育て支援部子育て支援課,2021/12/13 15:14:39,2021/12/13 15:15:03,1年,医療・福祉,参議院議員選挙,https://data.bodik.jp/dataset/0a5c090d-2855-4d5b-9666-c98da5abb1df/resource/3aa3865c-089c-4224-ac43-cbc56616bc54/download/131105_sangiin_voter_turnout.csv,,CSV,7KB,2,2021/10/19 13:32:00,2021/10/19 13:32:00
t131105d0000000059,学童保育クラブ入所児童数の推移,"目黒区内の学童保育クラブの年度別入所児童数の推移
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/josei/hoiku_club.html,子育て支援部子育て支援課,2021/12/13 15:14:39,2021/12/13 15:15:03,1年,医療・福祉,東京都知事選挙,https://data.bodik.jp/dataset/0a5c090d-2855-4d5b-9666-c98da5abb1df/resource/2943d74b-739d-4b0d-a00e-7bf1ea7f3496/download/131105_tokyotochiji_voter_turnout.csv,,CSV,3KB,3,2021/10/19 13:33:00,2021/10/19 13:33:00
t131105d0000000059,学童保育クラブ入所児童数の推移,"目黒区内の学童保育クラブの年度別入所児童数の推移
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/josei/hoiku_club.html,子育て支援部子育て支援課,2021/12/13 15:14:39,2021/12/13 15:15:03,1年,医療・福祉,東京都議会議員選挙,https://data.bodik.jp/dataset/0a5c090d-2855-4d5b-9666-c98da5abb1df/resource/25d9f6ba-7cef-40b5-8e1d-778dab0469b2/download/131105_tokyotogikai_voter_turnout.csv,,CSV,3KB,4,2021/10/19 13:33:00,2021/10/19 13:33:00
t131105d0000000059,学童保育クラブ入所児童数の推移,"目黒区内の学童保育クラブの年度別入所児童数の推移
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/josei/hoiku_club.html,子育て支援部子育て支援課,2021/12/13 15:14:39,2021/12/13 15:15:03,1年,医療・福祉,目黒区長選挙,https://data.bodik.jp/dataset/0a5c090d-2855-4d5b-9666-c98da5abb1df/resource/a7721277-2785-4be3-82b1-72546c662f97/download/131105_megurokucho_voter_turnout.csv,,CSV,2KB,5,2021/10/19 13:34:00,2021/10/19 13:34:00
t131105d0000000059,学童保育クラブ入所児童数の推移,"目黒区内の学童保育クラブの年度別入所児童数の推移
",,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/kosodate/josei/hoiku_club.html,子育て支援部子育て支援課,2021/12/13 15:14:39,2021/12/13 15:15:03,1年,医療・福祉,目黒区議会議員選挙,https://data.bodik.jp/dataset/0a5c090d-2855-4d5b-9666-c98da5abb1df/resource/db543d2b-bb2f-414d-ba0f-32d57e64e382/download/131105_megurokugikai_voter_turnout.csv,,CSV,3KB,6,2021/10/19 13:34:00,2021/10/19 13:34:00
t131105d0000000060,年代別投票率,選挙の年代別投票率,,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/gyosei/senkyo/kiroku.html,選挙管理委員会事務局,2021/12/13 15:14:40,2021/12/13 15:15:08,随時,生活,衆議院選挙小選挙区　年代別投票率　平成29年10月22日執行,https://data.bodik.jp/dataset/e2ff8f4f-ccda-4a36-9855-393c76b3de9c/resource/2d243f6e-f229-474c-9edb-cbc3c03992a9/download/131105_20171022_shugiin_voter_turnout.csv,,CSV,2KB,0,2021/10/28 08:34:00,2021/10/28 11:04:00
t131105d3100000001,子ども食堂一覧,【目黒区】子ども食堂一覧,都知事杯ハッカソン,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kosodateshien/kosodatekyouiku/kosodate/syokudou.html,子育て支援部子育て支援課子育て支援推進係,2024/03/29 08:36:31,2024/03/29 08:38:22,随時,医療・福祉,子ども食堂一覧,https://www.opendata.metro.tokyo.lg.jp/meguro/131105_meguroku_kodomosyokudo.csv,子ども食堂一覧,CSV,3KB,0,2024/03/29 00:00:00,2024/03/29 00:00:00
t131105d3100000002,区市町村民葬儀取扱店一覧,【目黒区】区市町村民葬儀取扱店一覧,都知事杯ハッカソン,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/koseki/kurashi/kosekitodokede/sougi.html#p3,区民生活部 戸籍住民課,2024/03/29 08:36:32,2024/03/29 08:38:23,随時,生活,区市町村民葬儀取扱店一覧,https://www.opendata.metro.tokyo.lg.jp/meguro/131105_meguroku_kushichosonminsougitoriatsukaiten.csv,区市町村民葬儀取扱店一覧,CSV,2KB,0,2024/03/29 00:00:00,2024/03/29 00:00:00
t131105d3100000003,戸籍窓口関係証明の発行枚数,"【目黒区】戸籍窓口関係証明の発行枚数
戸籍窓口関係証明の発行枚数のデータについては、法定されていない戸籍関係証明・法定されていない住民票を除いた窓口発行のみとし、コンビニや郵送(含む電子申請)は含みません。
",都知事杯ハッカソン,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/kurashi/index.html#a7922,区民生活部 戸籍住民課,2024/03/29 08:36:34,2024/03/29 08:38:24,随時,その他,戸籍窓口関係証明の発行枚数,https://www.opendata.metro.tokyo.lg.jp/meguro/131105_meguroku_madoguchi.csv,戸籍窓口関係証明の発行枚数,CSV,4KB,0,2024/03/29 00:00:00,2024/03/29 00:00:00
t131105d3100000004,スポーツ施設一覧,【目黒区】スポーツ施設一覧,都知事杯ハッカソン,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/shisetsu/genre/sports/sports_shisetsu/index.html,文化・スポーツ部スポーツ振興課,2024/03/29 08:36:36,2024/03/29 08:38:25,随時,オリンピック・パラリンピック,スポーツ施設一覧,https://www.opendata.metro.tokyo.lg.jp/meguro/131105_meguroku_sportsfacilities.csv,スポーツ施設一覧,CSV,6KB,0,2024/03/29 00:00:00,2024/03/29 00:00:00
t131105d3100000005,公立図書館情報,【目黒区】公立図書館情報,都知事杯ハッカソン,,クリエイティブ・コモンズ 表示（CC BY）,目黒区,https://www.city.meguro.tokyo.jp/shisetsu/genre/bunkakouryuu/toshokan/index.html,八雲中央図書館,2024/03/29 08:36:37,2024/05/26 18:01:53,随時,芸術文化,公立図書館情報,https://www.opendata.metro.tokyo.lg.jp/meguro/131105_meguroku_library.csv,公立図書館情報,CSV,10KB,0,2024/03/29 00:00:00,2024/03/29 00:00:00
